Country,Date,value
Nigeria,6/29/15,19
Nigeria,6/29/15,1
Nigeria,6/29/15,0
Nigeria,6/29/15,20
Senegal,6/29/15,1
Senegal,6/29/15,0
Senegal,6/29/15,0
Senegal,6/29/15,1
Spain,6/29/15,1
Spain,6/29/15,0
Spain,6/29/15,0
Spain,6/29/15,1
United States of America,6/29/15,4
United States of America,6/29/15,0
United States of America,6/29/15,0
United States of America,6/29/15,4
Nigeria,6/29/15,7
Nigeria,6/29/15,1
Nigeria,6/29/15,0
Nigeria,6/29/15,8
Senegal,6/29/15,0
Senegal,6/29/15,0
Senegal,6/29/15,0
Senegal,6/29/15,0
Spain,6/29/15,0
Spain,6/29/15,0
Spain,6/29/15,0
Spain,6/29/15,0
United States of America,6/29/15,1
United States of America,6/29/15,0
United States of America,6/29/15,0
United States of America,6/29/15,1
Italy,6/30/15,1
Italy,6/30/15,0
Italy,6/30/15,0
Italy,6/30/15,0
Guinea,6/30/15,3729
Guinea,6/30/15,3269
Guinea,6/30/15,443
Guinea,6/30/15,17
Guinea,6/30/15,2482
Guinea,6/30/15,2039
Guinea,6/30/15,443
Liberia,6/30/15,10666
Liberia,6/30/15,3151
Liberia,6/30/15,1879
Liberia,6/30/15,5636
Liberia,6/30/15,4806
Sierra Leone,6/30/15,13119
Sierra Leone,6/30/15,8665
Sierra Leone,6/30/15,287
Sierra Leone,6/30/15,4167
Sierra Leone,6/30/15,3932
Sierra Leone,6/30/15,3566
Sierra Leone,6/30/15,208
Sierra Leone,6/30/15,158
Italy,6/30/15,1
United Kingdom,6/30/15,1
United Kingdom,6/30/15,0
United Kingdom,6/30/15,0
United Kingdom,6/30/15,0
United Kingdom,6/30/15,1
Mali,6/30/15,7
Mali,6/30/15,1
Mali,6/30/15,0
Mali,6/30/15,6
Mali,6/30/15,8
Nigeria,6/30/15,19
Nigeria,6/30/15,1
Nigeria,6/30/15,0
Nigeria,6/30/15,20
Senegal,6/30/15,1
Senegal,6/30/15,0
Senegal,6/30/15,0
Senegal,6/30/15,1
Spain,6/30/15,1
Spain,6/30/15,0
Spain,6/30/15,0
Spain,6/30/15,1
United States of America,6/30/15,4
United States of America,6/30/15,0
United States of America,6/30/15,0
United States of America,6/30/15,4
Nigeria,6/30/15,7
Nigeria,6/30/15,1
Nigeria,6/30/15,0
Nigeria,6/30/15,8
Senegal,6/30/15,0
Senegal,6/30/15,0
Senegal,6/30/15,0
Senegal,6/30/15,0
Spain,6/30/15,0
Spain,6/30/15,0
Spain,6/30/15,0
Spain,6/30/15,0
United States of America,6/30/15,1
United States of America,6/30/15,0
United States of America,6/30/15,0
United States of America,6/30/15,1
Guinea,7/1/15,3269
Guinea,7/1/15,443
Guinea,7/1/15,17
Guinea,7/1/15,3729
Guinea,7/1/15,34
Guinea,7/1/15,34
Guinea,7/1/15,2039
Guinea,7/1/15,443
Guinea,7/1/15,2482
Liberia,7/1/15,3151
Liberia,7/1/15,1879
Liberia,7/1/15,5636
Liberia,7/1/15,10666
Liberia,7/1/15,0
Liberia,7/1/15,0
Liberia,7/1/15,4806
Sierra Leone,7/1/15,8665
Sierra Leone,7/1/15,287
Sierra Leone,7/1/15,4167
Sierra Leone,7/1/15,13119
Sierra Leone,7/1/15,30
Sierra Leone,7/1/15,30
Sierra Leone,7/1/15,3566
Sierra Leone,7/1/15,208
Sierra Leone,7/1/15,158
Sierra Leone,7/1/15,3932
Italy,7/1/15,1
Italy,7/1/15,0
Italy,7/1/15,0
Italy,7/1/15,0
Italy,7/1/15,1
United Kingdom,7/1/15,1
United Kingdom,7/1/15,0
United Kingdom,7/1/15,0
United Kingdom,7/1/15,0
United Kingdom,7/1/15,1
Mali,7/1/15,7
Mali,7/1/15,1
Mali,7/1/15,0
Mali,7/1/15,6
Mali,7/1/15,8
Nigeria,7/1/15,19
Nigeria,7/1/15,1
Nigeria,7/1/15,0
Nigeria,7/1/15,20
Senegal,7/1/15,1
Senegal,7/1/15,0
Senegal,7/1/15,0
Senegal,7/1/15,1
Spain,7/1/15,1
Spain,7/1/15,0
Spain,7/1/15,0
Spain,7/1/15,1
United States of America,7/1/15,4
United States of America,7/1/15,0
United States of America,7/1/15,0
United States of America,7/1/15,4
Nigeria,7/1/15,7
Nigeria,7/1/15,1
Nigeria,7/1/15,0
Nigeria,7/1/15,8
Senegal,7/1/15,0
Senegal,7/1/15,0
Senegal,7/1/15,0
Senegal,7/1/15,0
Spain,7/1/15,0
Spain,7/1/15,0
Spain,7/1/15,0
Spain,7/1/15,0
United States of America,7/1/15,1
United States of America,7/1/15,0
United States of America,7/1/15,0
United States of America,7/1/15,1
Italy,7/2/15,1
Italy,7/2/15,0
Italy,7/2/15,0
Italy,7/2/15,0
Guinea,7/2/15,3745
Guinea,7/2/15,3277
Guinea,7/2/15,450
Guinea,7/2/15,18
Guinea,7/2/15,2490
Guinea,7/2/15,2040
Guinea,7/2/15,450
Liberia,7/2/15,10666
Liberia,7/2/15,3151
Liberia,7/2/15,1879
Liberia,7/2/15,5636
Liberia,7/2/15,4806
Sierra Leone,7/2/15,13129
Sierra Leone,7/2/15,8668
Sierra Leone,7/2/15,287
Sierra Leone,7/2/15,4174
Sierra Leone,7/2/15,3933
Sierra Leone,7/2/15,3567
Sierra Leone,7/2/15,208
Sierra Leone,7/2/15,158
Italy,7/2/15,1
United Kingdom,7/2/15,1
United Kingdom,7/2/15,0
United Kingdom,7/2/15,0
United Kingdom,7/2/15,0
United Kingdom,7/2/15,1
Mali,7/2/15,7
Mali,7/2/15,1
Mali,7/2/15,0
Mali,7/2/15,6
Mali,7/2/15,8
Nigeria,7/2/15,19
Nigeria,7/2/15,1
Nigeria,7/2/15,0
Nigeria,7/2/15,20
Senegal,7/2/15,1
Senegal,7/2/15,0
Senegal,7/2/15,0
Senegal,7/2/15,1
Spain,7/2/15,1
Spain,7/2/15,0
Spain,7/2/15,0
Spain,7/2/15,1
United States of America,7/2/15,4
United States of America,7/2/15,0
United States of America,7/2/15,0
United States of America,7/2/15,4
Nigeria,7/2/15,7
Nigeria,7/2/15,1
Nigeria,7/2/15,0
Nigeria,7/2/15,8
Senegal,7/2/15,0
Senegal,7/2/15,0
Senegal,7/2/15,0
Senegal,7/2/15,0
Spain,7/2/15,0
Spain,7/2/15,0
Spain,7/2/15,0
Spain,7/2/15,0
United States of America,7/2/15,1
United States of America,7/2/15,0
United States of America,7/2/15,0
United States of America,7/2/15,1
Sierra Leone,7/3/15,3569
Liberia,7/3/15,4806
Sierra Leone,7/3/15,4177
Sierra Leone,7/3/15,208
Liberia,7/3/15,5636
Sierra Leone,7/3/15,158
Sierra Leone,7/3/15,3935
Guinea,7/3/15,450
Sierra Leone,7/3/15,287
Guinea,7/3/15,3279
Sierra Leone,7/3/15,13135
Liberia,7/3/15,1879
Liberia,7/3/15,10666
Guinea,7/3/15,21
Guinea,7/3/15,2492
Guinea,7/3/15,450
Guinea,7/3/15,2042
Guinea,7/3/15,3750
Liberia,7/3/15,3151
Sierra Leone,7/3/15,8671
Liberia 2,7/3/15,40
Liberia 2,7/3/15,0
Liberia 2,7/3/15,0
Liberia 2,7/3/15,37
Liberia 2,7/3/15,5
Liberia 2,7/3/15,4
Liberia 2,7/3/15,1
Liberia 2,7/3/15,3
Italy,7/3/15,1
Italy,7/3/15,0
Italy,7/3/15,0
Italy,7/3/15,0
Italy,7/3/15,1
United Kingdom,7/3/15,1
United Kingdom,7/3/15,0
United Kingdom,7/3/15,0
United Kingdom,7/3/15,0
United Kingdom,7/3/15,1
Mali,7/3/15,7
Mali,7/3/15,1
Mali,7/3/15,0
Mali,7/3/15,6
Mali,7/3/15,8
Nigeria,7/3/15,19
Nigeria,7/3/15,1
Nigeria,7/3/15,0
Nigeria,7/3/15,20
Senegal,7/3/15,1
Senegal,7/3/15,0
Senegal,7/3/15,0
Senegal,7/3/15,1
Spain,7/3/15,1
Spain,7/3/15,0
Spain,7/3/15,0
Spain,7/3/15,1
United States of America,7/3/15,4
United States of America,7/3/15,0
United States of America,7/3/15,0
United States of America,7/3/15,4
Nigeria,7/3/15,7
Nigeria,7/3/15,1
Nigeria,7/3/15,0
Nigeria,7/3/15,8
Senegal,7/3/15,0
Senegal,7/3/15,0
Senegal,7/3/15,0
Senegal,7/3/15,0
Spain,7/3/15,0
Spain,7/3/15,0
Spain,7/3/15,0
Spain,7/3/15,0
United States of America,7/3/15,1
United States of America,7/3/15,0
United States of America,7/3/15,0
United States of America,7/3/15,1
Sierra Leone,7/6/15,287
Guinea,7/6/15,3287
Sierra Leone,7/6/15,13150
Liberia,7/6/15,1879
Liberia,7/6/15,10666
Guinea,7/6/15,3744
Liberia,7/6/15,3151
Sierra Leone,7/6/15,4190
Guinea,7/6/15,450
Sierra Leone,7/6/15,8673
Guinea,7/6/15,7
Guinea,7/6/15,450
Guinea,7/6/15,2498
Guinea,7/6/15,2048
Sierra Leone,7/6/15,3574
Liberia,7/6/15,4806
Sierra Leone,7/6/15,208
Sierra Leone,7/6/15,3940
Sierra Leone,7/6/15,158
Liberia,7/6/15,5636
Liberia 2,7/6/15,1
Liberia 2,7/6/15,1
Liberia 2,7/6/15,3
Liberia 2,7/6/15,4
Liberia 2,7/6/15,1
Italy,7/6/15,1
Italy,7/6/15,0
Italy,7/6/15,0
Italy,7/6/15,0
Italy,7/6/15,1
United Kingdom,7/6/15,1
United Kingdom,7/6/15,0
United Kingdom,7/6/15,0
United Kingdom,7/6/15,0
United Kingdom,7/6/15,1
Mali,7/6/15,7
Mali,7/6/15,1
Mali,7/6/15,0
Mali,7/6/15,6
Mali,7/6/15,8
Nigeria,7/6/15,19
Nigeria,7/6/15,1
Nigeria,7/6/15,0
Nigeria,7/6/15,20
Senegal,7/6/15,1
Senegal,7/6/15,0
Senegal,7/6/15,0
Senegal,7/6/15,1
Spain,7/6/15,1
Spain,7/6/15,0
Spain,7/6/15,0
Spain,7/6/15,1
United States of America,7/6/15,4
United States of America,7/6/15,0
United States of America,7/6/15,0
United States of America,7/6/15,4
Nigeria,7/6/15,7
Nigeria,7/6/15,1
Nigeria,7/6/15,0
Nigeria,7/6/15,8
Senegal,7/6/15,0
Senegal,7/6/15,0
Senegal,7/6/15,0
Senegal,7/6/15,0
Spain,7/6/15,0
Spain,7/6/15,0
Spain,7/6/15,0
Spain,7/6/15,0
United States of America,7/6/15,1
United States of America,7/6/15,0
United States of America,7/6/15,0
United States of America,7/6/15,1
Liberia,7/7/15,4806
Guinea,7/7/15,3287
Liberia,7/7/15,1879
Sierra Leone,7/7/15,3940
Sierra Leone,7/7/15,287
Guinea,7/7/15,11
Guinea,7/7/15,2499
Sierra Leone,7/7/15,4194
Guinea,7/7/15,450
Liberia,7/7/15,5636
Liberia,7/7/15,3151
Sierra Leone,7/7/15,3574
Sierra Leone,7/7/15,208
Sierra Leone,7/7/15,158
Guinea,7/7/15,3748
Sierra Leone,7/7/15,13155
Guinea,7/7/15,2049
Sierra Leone,7/7/15,8674
Liberia,7/7/15,10666
Guinea,7/7/15,450
Liberia 2,7/7/15,1
Liberia 2,7/7/15,1
Liberia 2,7/7/15,1
Liberia 2,7/7/15,4
Liberia 2,7/7/15,3
Italy,7/7/15,1
Italy,7/7/15,0
Italy,7/7/15,0
Italy,7/7/15,0
Italy,7/7/15,1
United Kingdom,7/7/15,1
United Kingdom,7/7/15,0
United Kingdom,7/7/15,0
United Kingdom,7/7/15,0
United Kingdom,7/7/15,1
Mali,7/7/15,7
Mali,7/7/15,1
Mali,7/7/15,0
Mali,7/7/15,6
Mali,7/7/15,8
Nigeria,7/7/15,19
Nigeria,7/7/15,1
Nigeria,7/7/15,0
Nigeria,7/7/15,20
Senegal,7/7/15,1
Senegal,7/7/15,0
Senegal,7/7/15,0
Senegal,7/7/15,1
Spain,7/7/15,1
Spain,7/7/15,0
Spain,7/7/15,0
Spain,7/7/15,1
United States of America,7/7/15,4
United States of America,7/7/15,0
United States of America,7/7/15,0
United States of America,7/7/15,4
Nigeria,7/7/15,7
Nigeria,7/7/15,1
Nigeria,7/7/15,0
Nigeria,7/7/15,8
Senegal,7/7/15,0
Senegal,7/7/15,0
Senegal,7/7/15,0
Senegal,7/7/15,0
Spain,7/7/15,0
Spain,7/7/15,0
Spain,7/7/15,0
Spain,7/7/15,0
United States of America,7/7/15,1
United States of America,7/7/15,0
United States of America,7/7/15,0
United States of America,7/7/15,1
Liberia,7/8/15,10666
Sierra Leone,7/8/15,4194
Sierra Leone,7/8/15,3940
Guinea,7/8/15,42
Liberia,7/8/15,1879
Sierra Leone,7/8/15,25
Liberia,7/8/15,3151
Guinea,7/8/15,42
Sierra Leone,7/8/15,13155
Liberia,7/8/15,5636
Liberia,7/8/15,4806
Sierra Leone,7/8/15,158
Guinea,7/8/15,450
Sierra Leone,7/8/15,8674
Guinea,7/8/15,11
Guinea,7/8/15,3287
Sierra Leone,7/8/15,287
Guinea,7/8/15,3748
Guinea,7/8/15,450
Sierra Leone,7/8/15,3574
Sierra Leone,7/8/15,208
Guinea,7/8/15,2499
Guinea,7/8/15,2049
Sierra Leone,7/8/15,25
Liberia 2,7/8/15,3
Liberia 2,7/8/15,4
Liberia 2,7/8/15,1
Liberia 2,7/8/15,1
Liberia 2,7/8/15,1
Liberia 2,7/8/15,4
Liberia 2,7/8/15,1
Liberia 2,7/8/15,3
Italy,7/8/15,1
Italy,7/8/15,0
Italy,7/8/15,0
Italy,7/8/15,0
Italy,7/8/15,1
United Kingdom,7/8/15,1
United Kingdom,7/8/15,0
United Kingdom,7/8/15,0
United Kingdom,7/8/15,0
United Kingdom,7/8/15,1
Mali,7/8/15,7
Mali,7/8/15,1
Mali,7/8/15,0
Mali,7/8/15,6
Mali,7/8/15,8
Nigeria,7/8/15,19
Nigeria,7/8/15,1
Nigeria,7/8/15,0
Nigeria,7/8/15,20
Senegal,7/8/15,1
Senegal,7/8/15,0
Senegal,7/8/15,0
Senegal,7/8/15,1
Spain,7/8/15,1
Spain,7/8/15,0
Spain,7/8/15,0
Spain,7/8/15,1
United States of America,7/8/15,4
United States of America,7/8/15,0
United States of America,7/8/15,0
United States of America,7/8/15,4
Nigeria,7/8/15,7
Nigeria,7/8/15,1
Nigeria,7/8/15,0
Nigeria,7/8/15,8
Senegal,7/8/15,0
Senegal,7/8/15,0
Senegal,7/8/15,0
Senegal,7/8/15,0
Spain,7/8/15,0
Spain,7/8/15,0
Spain,7/8/15,0
Spain,7/8/15,0
United States of America,7/8/15,1
United States of America,7/8/15,0
United States of America,7/8/15,0
United States of America,7/8/15,1
Guinea,7/9/15,3744
Guinea,7/9/15,3290
Guinea,7/9/15,450
Guinea,7/9/15,4
Guinea,7/9/15,2505
Guinea,7/9/15,2055
Guinea,7/9/15,450
Liberia,7/9/15,10666
Liberia,7/9/15,3151
Liberia,7/9/15,1879
Liberia,7/9/15,5636
Liberia,7/9/15,4806
Sierra Leone,7/9/15,13169
Sierra Leone,7/9/15,8675
Sierra Leone,7/9/15,287
Sierra Leone,7/9/15,4207
Sierra Leone,7/9/15,3941
Sierra Leone,7/9/15,3575
Sierra Leone,7/9/15,208
Sierra Leone,7/9/15,158
Liberia 2,7/9/15,6
Liberia 2,7/9/15,5
Liberia 2,7/9/15,1
Liberia 2,7/9/15,1
Liberia 2,7/9/15,1
Italy,7/9/15,1
Italy,7/9/15,0
Italy,7/9/15,0
Italy,7/9/15,0
Italy,7/9/15,1
United Kingdom,7/9/15,1
United Kingdom,7/9/15,0
United Kingdom,7/9/15,0
United Kingdom,7/9/15,0
United Kingdom,7/9/15,1
Mali,7/9/15,7
Mali,7/9/15,1
Mali,7/9/15,0
Mali,7/9/15,6
Mali,7/9/15,8
Nigeria,7/9/15,19
Nigeria,7/9/15,1
Nigeria,7/9/15,0
Nigeria,7/9/15,20
Senegal,7/9/15,1
Senegal,7/9/15,0
Senegal,7/9/15,0
Senegal,7/9/15,1
Spain,7/9/15,1
Spain,7/9/15,0
Spain,7/9/15,0
Spain,7/9/15,1
United States of America,7/9/15,4
United States of America,7/9/15,0
United States of America,7/9/15,0
United States of America,7/9/15,4
Nigeria,7/9/15,7
Nigeria,7/9/15,1
Nigeria,7/9/15,0
Nigeria,7/9/15,8
Senegal,7/9/15,0
Senegal,7/9/15,0
Senegal,7/9/15,0
Senegal,7/9/15,0
Spain,7/9/15,0
Spain,7/9/15,0
Spain,7/9/15,0
Spain,7/9/15,0
United States of America,7/9/15,1
United States of America,7/9/15,0
United States of America,7/9/15,0
United States of America,7/9/15,1
Guinea,7/10/15,3751
Guinea,7/10/15,3293
Guinea,7/10/15,450
Guinea,7/10/15,8
Guinea,7/10/15,2505
Guinea,7/10/15,2055
Guinea,7/10/15,450
Liberia,7/10/15,10666
Liberia,7/10/15,3151
Liberia,7/10/15,1879
Liberia,7/10/15,5636
Liberia,7/10/15,4806
Sierra Leone,7/10/15,13177
Sierra Leone,7/10/15,8676
Sierra Leone,7/10/15,287
Sierra Leone,7/10/15,4214
Sierra Leone,7/10/15,3941
Sierra Leone,7/10/15,3575
Sierra Leone,7/10/15,208
Sierra Leone,7/10/15,158
Liberia 2,7/10/15,6
Liberia 2,7/10/15,5
Liberia 2,7/10/15,1
Liberia 2,7/10/15,1
Liberia 2,7/10/15,1
Italy,7/10/15,1
Italy,7/10/15,0
Italy,7/10/15,0
Italy,7/10/15,0
Italy,7/10/15,1
United Kingdom,7/10/15,1
United Kingdom,7/10/15,0
United Kingdom,7/10/15,0
United Kingdom,7/10/15,0
United Kingdom,7/10/15,1
Mali,7/10/15,7
Mali,7/10/15,1
Mali,7/10/15,0
Mali,7/10/15,6
Mali,7/10/15,8
Nigeria,7/10/15,19
Nigeria,7/10/15,1
Nigeria,7/10/15,0
Nigeria,7/10/15,20
Senegal,7/10/15,1
Senegal,7/10/15,0
Senegal,7/10/15,0
Senegal,7/10/15,1
Spain,7/10/15,1
Spain,7/10/15,0
Spain,7/10/15,0
Spain,7/10/15,1
United States of America,7/10/15,4
United States of America,7/10/15,0
United States of America,7/10/15,0
United States of America,7/10/15,4
Nigeria,7/10/15,7
Nigeria,7/10/15,1
Nigeria,7/10/15,0
Nigeria,7/10/15,8
Senegal,7/10/15,0
Senegal,7/10/15,0
Senegal,7/10/15,0
Senegal,7/10/15,0
Spain,7/10/15,0
Spain,7/10/15,0
Spain,7/10/15,0
Spain,7/10/15,0
United States of America,7/10/15,1
United States of America,7/10/15,0
United States of America,7/10/15,0
United States of America,7/10/15,1
Guinea,7/13/15,3754
Guinea,7/13/15,3299
Guinea,7/13/15,450
Guinea,7/13/15,5
Guinea,7/13/15,2506
Guinea,7/13/15,2056
Guinea,7/13/15,450
Liberia,7/13/15,10666
Liberia,7/13/15,3151
Liberia,7/13/15,1879
Liberia,7/13/15,5636
Liberia,7/13/15,4806
Sierra Leone,7/13/15,13201
Sierra Leone,7/13/15,8687
Sierra Leone,7/13/15,287
Sierra Leone,7/13/15,4227
Sierra Leone,7/13/15,3946
Sierra Leone,7/13/15,3580
Sierra Leone,7/13/15,208
Sierra Leone,7/13/15,158
Liberia 2,7/13/15,6
Liberia 2,7/13/15,5
Liberia 2,7/13/15,1
Liberia 2,7/13/15,1
Liberia 2,7/13/15,1
Italy,7/13/15,1
Italy,7/13/15,0
Italy,7/13/15,0
Italy,7/13/15,0
Italy,7/13/15,1
United Kingdom,7/13/15,1
United Kingdom,7/13/15,0
United Kingdom,7/13/15,0
United Kingdom,7/13/15,0
United Kingdom,7/13/15,1
Mali,7/13/15,7
Mali,7/13/15,1
Mali,7/13/15,0
Mali,7/13/15,6
Mali,7/13/15,8
Nigeria,7/13/15,19
Nigeria,7/13/15,1
Nigeria,7/13/15,0
Nigeria,7/13/15,20
Senegal,7/13/15,1
Senegal,7/13/15,0
Senegal,7/13/15,0
Senegal,7/13/15,1
Spain,7/13/15,1
Spain,7/13/15,0
Spain,7/13/15,0
Spain,7/13/15,1
United States of America,7/13/15,4
United States of America,7/13/15,0
United States of America,7/13/15,0
United States of America,7/13/15,4
Nigeria,7/13/15,7
Nigeria,7/13/15,1
Nigeria,7/13/15,0
Nigeria,7/13/15,8
Senegal,7/13/15,0
Senegal,7/13/15,0
Senegal,7/13/15,0
Senegal,7/13/15,0
Spain,7/13/15,0
Spain,7/13/15,0
Spain,7/13/15,0
Spain,7/13/15,0
United States of America,7/13/15,1
United States of America,7/13/15,0
United States of America,7/13/15,0
United States of America,7/13/15,1
Guinea,7/14/15,3760
Guinea,7/14/15,3300
Guinea,7/14/15,450
Guinea,7/14/15,10
Guinea,7/14/15,2506
Guinea,7/14/15,2056
Guinea,7/14/15,450
Liberia,7/14/15,10666
Liberia,7/14/15,3151
Liberia,7/14/15,1879
Liberia,7/14/15,5636
Liberia,7/14/15,4806
Sierra Leone,7/14/15,13209
Sierra Leone,7/14/15,8688
Sierra Leone,7/14/15,287
Sierra Leone,7/14/15,4234
Sierra Leone,7/14/15,3947
Sierra Leone,7/14/15,3581
Sierra Leone,7/14/15,208
Sierra Leone,7/14/15,158
Liberia 2,7/14/15,7
Liberia 2,7/14/15,6
Liberia 2,7/14/15,1
Liberia 2,7/14/15,2
Liberia 2,7/14/15,2
Italy,7/14/15,1
Italy,7/14/15,0
Italy,7/14/15,0
Italy,7/14/15,0
Italy,7/14/15,1
United Kingdom,7/14/15,1
United Kingdom,7/14/15,0
United Kingdom,7/14/15,0
United Kingdom,7/14/15,0
United Kingdom,7/14/15,1
Mali,7/14/15,7
Mali,7/14/15,1
Mali,7/14/15,0
Mali,7/14/15,6
Mali,7/14/15,8
Nigeria,7/14/15,19
Nigeria,7/14/15,1
Nigeria,7/14/15,0
Nigeria,7/14/15,20
Senegal,7/14/15,1
Senegal,7/14/15,0
Senegal,7/14/15,0
Senegal,7/14/15,1
Spain,7/14/15,1
Spain,7/14/15,0
Spain,7/14/15,0
Spain,7/14/15,1
United States of America,7/14/15,4
United States of America,7/14/15,0
United States of America,7/14/15,0
United States of America,7/14/15,4
Nigeria,7/14/15,7
Nigeria,7/14/15,1
Nigeria,7/14/15,0
Nigeria,7/14/15,8
Senegal,7/14/15,0
Senegal,7/14/15,0
Senegal,7/14/15,0
Senegal,7/14/15,0
Spain,7/14/15,0
Spain,7/14/15,0
Spain,7/14/15,0
Spain,7/14/15,0
United States of America,7/14/15,1
United States of America,7/14/15,0
United States of America,7/14/15,0
United States of America,7/14/15,1
Sierra Leone,7/15/15,31
Sierra Leone,7/15/15,4234
Guinea,7/15/15,43
Liberia,7/15/15,1879
Sierra Leone,7/15/15,8688
Guinea,7/15/15,10
Sierra Leone,7/15/15,208
Guinea,7/15/15,2506
Liberia,7/15/15,4806
Sierra Leone,7/15/15,31
Guinea,7/15/15,450
Guinea,7/15/15,43
Sierra Leone,7/15/15,13209
Guinea,7/15/15,2056
Guinea,7/15/15,3760
Sierra Leone,7/15/15,158
Liberia,7/15/15,3151
Sierra Leone,7/15/15,3581
Guinea,7/15/15,450
Sierra Leone,7/15/15,287
Guinea,7/15/15,3300
Liberia,7/15/15,10666
Sierra Leone,7/15/15,3947
Liberia,7/15/15,5636
Liberia 2,7/15/15,1
Liberia 2,7/15/15,7
Liberia 2,7/15/15,6
Liberia 2,7/15/15,1
Liberia 2,7/15/15,2
Liberia 2,7/15/15,6
Liberia 2,7/15/15,2
Liberia 2,7/15/15,7
Italy,7/15/15,1
Italy,7/15/15,0
Italy,7/15/15,0
Italy,7/15/15,0
Italy,7/15/15,1
United Kingdom,7/15/15,1
United Kingdom,7/15/15,0
United Kingdom,7/15/15,0
United Kingdom,7/15/15,0
United Kingdom,7/15/15,1
Mali,7/15/15,7
Mali,7/15/15,1
Mali,7/15/15,0
Mali,7/15/15,6
Mali,7/15/15,8
Nigeria,7/15/15,19
Nigeria,7/15/15,1
Nigeria,7/15/15,0
Nigeria,7/15/15,20
Senegal,7/15/15,1
Senegal,7/15/15,0
Senegal,7/15/15,0
Senegal,7/15/15,1
Spain,7/15/15,1
Spain,7/15/15,0
Spain,7/15/15,0
Spain,7/15/15,1
United States of America,7/15/15,4
United States of America,7/15/15,0
United States of America,7/15/15,0
United States of America,7/15/15,4
Nigeria,7/15/15,7
Nigeria,7/15/15,1
Nigeria,7/15/15,0
Nigeria,7/15/15,8
Senegal,7/15/15,0
Senegal,7/15/15,0
Senegal,7/15/15,0
Senegal,7/15/15,0
Spain,7/15/15,0
Spain,7/15/15,0
Spain,7/15/15,0
Spain,7/15/15,0
United States of America,7/15/15,1
United States of America,7/15/15,0
United States of America,7/15/15,0
United States of America,7/15/15,1
Guinea,7/16/15,3762
Guinea,7/16/15,3304
Guinea,7/16/15,450
Guinea,7/16/15,8
Guinea,7/16/15,2506
Guinea,7/16/15,2056
Guinea,7/16/15,450
Liberia,7/16/15,10666
Liberia,7/16/15,3151
Liberia,7/16/15,1879
Liberia,7/16/15,5636
Liberia,7/16/15,4806
Sierra Leone,7/16/15,13209
Sierra Leone,7/16/15,8688
Sierra Leone,7/16/15,287
Sierra Leone,7/16/15,4234
Sierra Leone,7/16/15,3947
Sierra Leone,7/16/15,3581
Sierra Leone,7/16/15,208
Sierra Leone,7/16/15,158
Liberia 2,7/16/15,6
Liberia 2,7/16/15,6
Liberia 2,7/16/15,0
Liberia 2,7/16/15,2
Liberia 2,7/16/15,2
Italy,7/16/15,1
Italy,7/16/15,0
Italy,7/16/15,0
Italy,7/16/15,0
Italy,7/16/15,1
United Kingdom,7/16/15,1
United Kingdom,7/16/15,0
United Kingdom,7/16/15,0
United Kingdom,7/16/15,0
United Kingdom,7/16/15,1
Mali,7/16/15,7
Mali,7/16/15,1
Mali,7/16/15,0
Mali,7/16/15,6
Mali,7/16/15,8
Nigeria,7/16/15,19
Nigeria,7/16/15,1
Nigeria,7/16/15,0
Nigeria,7/16/15,20
Senegal,7/16/15,1
Senegal,7/16/15,0
Senegal,7/16/15,0
Senegal,7/16/15,1
Spain,7/16/15,1
Spain,7/16/15,0
Spain,7/16/15,0
Spain,7/16/15,1
United States of America,7/16/15,4
United States of America,7/16/15,0
United States of America,7/16/15,0
United States of America,7/16/15,4
Nigeria,7/16/15,7
Nigeria,7/16/15,1
Nigeria,7/16/15,0
Nigeria,7/16/15,8
Senegal,7/16/15,0
Senegal,7/16/15,0
Senegal,7/16/15,0
Senegal,7/16/15,0
Spain,7/16/15,0
Spain,7/16/15,0
Spain,7/16/15,0
Spain,7/16/15,0
United States of America,7/16/15,1
United States of America,7/16/15,0
United States of America,7/16/15,0
United States of America,7/16/15,1
Guinea,7/17/15,3770
Guinea,7/17/15,3310
Guinea,7/17/15,450
Guinea,7/17/15,10
Guinea,7/17/15,2509
Guinea,7/17/15,2059
Guinea,7/17/15,450
Liberia,7/17/15,10666
Liberia,7/17/15,3151
Liberia,7/17/15,1879
Liberia,7/17/15,5636
Liberia,7/17/15,4806
Sierra Leone,7/17/15,13209
Sierra Leone,7/17/15,8688
Sierra Leone,7/17/15,287
Sierra Leone,7/17/15,4234
Sierra Leone,7/17/15,3947
Sierra Leone,7/17/15,3581
Sierra Leone,7/17/15,208
Sierra Leone,7/17/15,158
Liberia 2,7/17/15,7
Liberia 2,7/17/15,6
Liberia 2,7/17/15,1
Liberia 2,7/17/15,2
Liberia 2,7/17/15,2
Italy,7/17/15,1
Italy,7/17/15,0
Italy,7/17/15,0
Italy,7/17/15,0
Italy,7/17/15,1
United Kingdom,7/17/15,1
United Kingdom,7/17/15,0
United Kingdom,7/17/15,0
United Kingdom,7/17/15,0
United Kingdom,7/17/15,1
Mali,7/17/15,7
Mali,7/17/15,1
Mali,7/17/15,0
Mali,7/17/15,6
Mali,7/17/15,8
Nigeria,7/17/15,19
Nigeria,7/17/15,1
Nigeria,7/17/15,0
Nigeria,7/17/15,20
Senegal,7/17/15,1
Senegal,7/17/15,0
Senegal,7/17/15,0
