Country,Date,value
Guinea,3/10/15,3285
Guinea,3/10/15,2871
Guinea,3/10/15,392
Guinea,3/10/15,22
Guinea,3/10/15,2170
Guinea,3/10/15,1778
Guinea,3/10/15,392
Liberia,3/10/15,9343
Liberia,3/10/15,3150
Liberia,3/10/15,1879
Liberia,3/10/15,4314
Liberia,3/10/15,4162
Sierra Leone,3/10/15,11619
Sierra Leone,3/10/15,8428
Sierra Leone,3/10/15,287
Sierra Leone,3/10/15,2904
Sierra Leone,3/10/15,3629
Sierra Leone,3/10/15,3263
Sierra Leone,3/10/15,208
Sierra Leone,3/10/15,158
United Kingdom,3/10/15,1
United Kingdom,3/10/15,0
United Kingdom,3/10/15,0
United Kingdom,3/10/15,0
United Kingdom,3/10/15,1
Mali,3/10/15,7
Mali,3/10/15,1
Mali,3/10/15,0
Mali,3/10/15,6
Mali,3/10/15,8
Nigeria,3/10/15,19
Nigeria,3/10/15,1
Nigeria,3/10/15,0
Nigeria,3/10/15,20
Senegal,3/10/15,1
Senegal,3/10/15,0
Senegal,3/10/15,0
Senegal,3/10/15,1
Spain,3/10/15,1
Spain,3/10/15,0
Spain,3/10/15,0
Spain,3/10/15,1
United States of America,3/10/15,4
United States of America,3/10/15,0
United States of America,3/10/15,0
United States of America,3/10/15,4
Nigeria,3/10/15,7
Nigeria,3/10/15,1
Nigeria,3/10/15,0
Nigeria,3/10/15,8
Senegal,3/10/15,0
Senegal,3/10/15,0
Senegal,3/10/15,0
Senegal,3/10/15,0
Spain,3/10/15,0
Spain,3/10/15,0
Spain,3/10/15,0
Spain,3/10/15,0
United States of America,3/10/15,1
United States of America,3/10/15,0
United States of America,3/10/15,0
United States of America,3/10/15,1
United Kingdom,3/6/15,1
United Kingdom,3/6/15,0
United Kingdom,3/6/15,0
United Kingdom,3/6/15,0
Guinea,3/6/15,3248
Guinea,3/6/15,2840
Guinea,3/6/15,392
Guinea,3/6/15,16
Guinea,3/6/15,2147
Guinea,3/6/15,1755
Guinea,3/6/15,392
Liberia,3/6/15,9249
Liberia,3/6/15,3150
Liberia,3/6/15,1877
Liberia,3/6/15,4222
Liberia,3/6/15,4117
Sierra Leone,3/6/15,11517
Sierra Leone,3/6/15,8389
Sierra Leone,3/6/15,287
Sierra Leone,3/6/15,2841
Sierra Leone,3/6/15,3576
Sierra Leone,3/6/15,3210
Sierra Leone,3/6/15,208
Sierra Leone,3/6/15,158
United Kingdom,3/6/15,1
Mali,3/6/15,7
Mali,3/6/15,1
Mali,3/6/15,0
Mali,3/6/15,6
Mali,3/6/15,8
Nigeria,3/6/15,19
Nigeria,3/6/15,1
Nigeria,3/6/15,0
Nigeria,3/6/15,20
Senegal,3/6/15,1
Senegal,3/6/15,0
Senegal,3/6/15,0
Senegal,3/6/15,1
Spain,3/6/15,1
Spain,3/6/15,0
Spain,3/6/15,0
Spain,3/6/15,1
United States of America,3/6/15,4
United States of America,3/6/15,0
United States of America,3/6/15,0
United States of America,3/6/15,4
Nigeria,3/6/15,7
Nigeria,3/6/15,1
Nigeria,3/6/15,0
Nigeria,3/6/15,8
Senegal,3/6/15,0
Senegal,3/6/15,0
Senegal,3/6/15,0
Senegal,3/6/15,0
Spain,3/6/15,0
Spain,3/6/15,0
Spain,3/6/15,0
Spain,3/6/15,0
United States of America,3/6/15,1
United States of America,3/6/15,0
United States of America,3/6/15,0
United States of America,3/6/15,1
United Kingdom,3/5/15,1
United Kingdom,3/5/15,0
United Kingdom,3/5/15,0
United Kingdom,3/5/15,0
Guinea,3/5/15,3237
Guinea,3/5/15,2833
Guinea,3/5/15,392
Guinea,3/5/15,12
Guinea,3/5/15,2141
Guinea,3/5/15,1749
Guinea,3/5/15,392
Liberia,3/5/15,9249
Liberia,3/5/15,3150
Liberia,3/5/15,1877
Liberia,3/5/15,4222
Liberia,3/5/15,4117
Sierra Leone,3/5/15,11497
Sierra Leone,3/5/15,8383
Sierra Leone,3/5/15,287
Sierra Leone,3/5/15,2827
Sierra Leone,3/5/15,3565
Sierra Leone,3/5/15,3199
Sierra Leone,3/5/15,208
Sierra Leone,3/5/15,158
United Kingdom,3/5/15,1
Mali,3/5/15,7
Mali,3/5/15,1
Mali,3/5/15,0
Mali,3/5/15,6
Mali,3/5/15,8
Nigeria,3/5/15,19
Nigeria,3/5/15,1
Nigeria,3/5/15,0
Nigeria,3/5/15,20
Senegal,3/5/15,1
Senegal,3/5/15,0
Senegal,3/5/15,0
Senegal,3/5/15,1
Spain,3/5/15,1
Spain,3/5/15,0
Spain,3/5/15,0
Spain,3/5/15,1
United States of America,3/5/15,4
United States of America,3/5/15,0
United States of America,3/5/15,0
United States of America,3/5/15,4
Nigeria,3/5/15,7
Nigeria,3/5/15,1
Nigeria,3/5/15,0
Nigeria,3/5/15,8
Senegal,3/5/15,0
Senegal,3/5/15,0
Senegal,3/5/15,0
Senegal,3/5/15,0
Spain,3/5/15,0
Spain,3/5/15,0
Spain,3/5/15,0
Spain,3/5/15,0
United States of America,3/5/15,1
United States of America,3/5/15,0
United States of America,3/5/15,0
United States of America,3/5/15,1
United Kingdom,3/4/15,0
United Kingdom,3/4/15,0
United Kingdom,3/4/15,0
United Kingdom,3/4/15,1
United Kingdom,3/4/15,1
Mali,3/4/15,7
Mali,3/4/15,1
Mali,3/4/15,0
Mali,3/4/15,6
Mali,3/4/15,8
Nigeria,3/4/15,19
Nigeria,3/4/15,1
Nigeria,3/4/15,0
Nigeria,3/4/15,20
Senegal,3/4/15,1
Senegal,3/4/15,0
Senegal,3/4/15,0
Senegal,3/4/15,1
Spain,3/4/15,1
Spain,3/4/15,0
Spain,3/4/15,0
Spain,3/4/15,1
United States of America,3/4/15,4
United States of America,3/4/15,0
United States of America,3/4/15,0
United States of America,3/4/15,4
Nigeria,3/4/15,7
Nigeria,3/4/15,1
Nigeria,3/4/15,0
Nigeria,3/4/15,8
Senegal,3/4/15,0
Senegal,3/4/15,0
Senegal,3/4/15,0
Senegal,3/4/15,0
Spain,3/4/15,0
Spain,3/4/15,0
Spain,3/4/15,0
Spain,3/4/15,0
United States of America,3/4/15,1
United States of America,3/4/15,0
United States of America,3/4/15,0
United States of America,3/4/15,1
Guinea,3/4/15,3205
Guinea,3/4/15,2808
Guinea,3/4/15,392
Guinea,3/4/15,5
Guinea,3/4/15,2127
Guinea,3/4/15,1735
Guinea,3/4/15,392
Liberia,3/4/15,9265
Liberia,3/4/15,3153
Liberia,3/4/15,1888
Liberia,3/4/15,4224
Liberia,3/4/15,4057
Sierra Leone,3/4/15,11443
Sierra Leone,3/4/15,8353
Sierra Leone,3/4/15,287
Sierra Leone,3/4/15,2803
Sierra Leone,3/4/15,3530
Sierra Leone,3/4/15,3164
Sierra Leone,3/4/15,208
Sierra Leone,3/4/15,158
United Kingdom,3/2/15,1
United Kingdom,3/2/15,0
United Kingdom,3/2/15,0
United Kingdom,3/2/15,0
Guinea,3/2/15,3205
Guinea,3/2/15,2808
Guinea,3/2/15,392
Guinea,3/2/15,5
Guinea,3/2/15,2127
Guinea,3/2/15,1735
Guinea,3/2/15,392
Liberia,3/2/15,9265
Liberia,3/2/15,3153
Liberia,3/2/15,1888
Liberia,3/2/15,4224
Liberia,3/2/15,4057
Sierra Leone,3/2/15,11443
Sierra Leone,3/2/15,8353
Sierra Leone,3/2/15,287
Sierra Leone,3/2/15,2803
Sierra Leone,3/2/15,3530
Sierra Leone,3/2/15,3164
Sierra Leone,3/2/15,208
Sierra Leone,3/2/15,158
United Kingdom,3/2/15,1
Mali,3/2/15,7
Mali,3/2/15,1
Mali,3/2/15,0
Mali,3/2/15,6
Mali,3/2/15,8
Nigeria,3/2/15,19
Nigeria,3/2/15,1
Nigeria,3/2/15,0
Nigeria,3/2/15,20
Senegal,3/2/15,1
Senegal,3/2/15,0
Senegal,3/2/15,0
Senegal,3/2/15,1
Spain,3/2/15,1
Spain,3/2/15,0
Spain,3/2/15,0
Spain,3/2/15,1
United States of America,3/2/15,4
United States of America,3/2/15,0
United States of America,3/2/15,0
United States of America,3/2/15,4
Nigeria,3/2/15,7
Nigeria,3/2/15,1
Nigeria,3/2/15,0
Nigeria,3/2/15,8
Senegal,3/2/15,0
Senegal,3/2/15,0
Senegal,3/2/15,0
Senegal,3/2/15,0
Spain,3/2/15,0
Spain,3/2/15,0
Spain,3/2/15,0
Spain,3/2/15,0
United States of America,3/2/15,1
United States of America,3/2/15,0
United States of America,3/2/15,0
United States of America,3/2/15,1
United Kingdom,2/27/15,1
United Kingdom,2/27/15,0
United Kingdom,2/27/15,0
United Kingdom,2/27/15,0
Guinea,2/27/15,3190
Guinea,2/27/15,2790
Guinea,2/27/15,392
Guinea,2/27/15,8
Guinea,2/27/15,2113
Guinea,2/27/15,1721
Guinea,2/27/15,392
Liberia,2/27/15,9265
Liberia,2/27/15,3153
Liberia,2/27/15,1888
Liberia,2/27/15,4224
Liberia,2/27/15,4057
Sierra Leone,2/27/15,11370
Sierra Leone,2/27/15,8320
Sierra Leone,2/27/15,287
Sierra Leone,2/27/15,2763
Sierra Leone,2/27/15,3490
Sierra Leone,2/27/15,3124
Sierra Leone,2/27/15,208
Sierra Leone,2/27/15,158
United Kingdom,2/27/15,1
Mali,2/27/15,7
Mali,2/27/15,1
Mali,2/27/15,0
Mali,2/27/15,6
Mali,2/27/15,8
Nigeria,2/27/15,19
Nigeria,2/27/15,1
Nigeria,2/27/15,0
Nigeria,2/27/15,20
Senegal,2/27/15,1
Senegal,2/27/15,0
Senegal,2/27/15,0
Senegal,2/27/15,1
Spain,2/27/15,1
Spain,2/27/15,0
Spain,2/27/15,0
Spain,2/27/15,1
United States of America,2/27/15,4
United States of America,2/27/15,0
United States of America,2/27/15,0
United States of America,2/27/15,4
Nigeria,2/27/15,7
Nigeria,2/27/15,1
Nigeria,2/27/15,0
Nigeria,2/27/15,8
Senegal,2/27/15,0
Senegal,2/27/15,0
Senegal,2/27/15,0
Senegal,2/27/15,0
Spain,2/27/15,0
Spain,2/27/15,0
Spain,2/27/15,0
Spain,2/27/15,0
United States of America,2/27/15,1
United States of America,2/27/15,0
United States of America,2/27/15,0
United States of America,2/27/15,1
United Kingdom,2/26/15,1
United Kingdom,2/26/15,0
United Kingdom,2/26/15,0
United Kingdom,2/26/15,0
Guinea,2/26/15,3175
Guinea,2/26/15,2781
Guinea,2/26/15,387
Guinea,2/26/15,7
Guinea,2/26/15,2101
Guinea,2/26/15,1714
Guinea,2/26/15,387
Liberia,2/26/15,9265
Liberia,2/26/15,3153
Liberia,2/26/15,1888
Liberia,2/26/15,4224
Liberia,2/26/15,4057
Sierra Leone,2/26/15,11341
Sierra Leone,2/26/15,8308
Sierra Leone,2/26/15,287
Sierra Leone,2/26/15,2746
Sierra Leone,2/26/15,3479
Sierra Leone,2/26/15,3113
Sierra Leone,2/26/15,208
Sierra Leone,2/26/15,158
United Kingdom,2/26/15,1
Mali,2/26/15,7
Mali,2/26/15,1
Mali,2/26/15,0
Mali,2/26/15,6
Mali,2/26/15,8
Nigeria,2/26/15,19
Nigeria,2/26/15,1
Nigeria,2/26/15,0
Nigeria,2/26/15,20
Senegal,2/26/15,1
Senegal,2/26/15,0
Senegal,2/26/15,0
Senegal,2/26/15,1
Spain,2/26/15,1
Spain,2/26/15,0
Spain,2/26/15,0
Spain,2/26/15,1
United States of America,2/26/15,4
United States of America,2/26/15,0
United States of America,2/26/15,0
United States of America,2/26/15,4
Nigeria,2/26/15,7
Nigeria,2/26/15,1
Nigeria,2/26/15,0
Nigeria,2/26/15,8
Senegal,2/26/15,0
Senegal,2/26/15,0
Senegal,2/26/15,0
Senegal,2/26/15,0
Spain,2/26/15,0
Spain,2/26/15,0
Spain,2/26/15,0
Spain,2/26/15,0
United States of America,2/26/15,1
United States of America,2/26/15,0
United States of America,2/26/15,0
United States of America,2/26/15,1
United Kingdom,2/25/15,1
United Kingdom,2/25/15,0
United Kingdom,2/25/15,0
United Kingdom,2/25/15,0
Guinea,2/25/15,2762
Guinea,2/25/15,387
Guinea,2/25/15,6
Guinea,2/25/15,3155
Guinea,2/25/15,152
Guinea,2/25/15,152
Guinea,2/25/15,1704
Guinea,2/25/15,387
Guinea,2/25/15,2091
Liberia,2/25/15,3153
Liberia,2/25/15,1888
Liberia,2/25/15,4197
Liberia,2/25/15,9238
Liberia,2/25/15,10
Liberia,2/25/15,10
Liberia,2/25/15,4037
Sierra Leone,2/25/15,8289
Sierra Leone,2/25/15,287
Sierra Leone,2/25/15,2725
Sierra Leone,2/25/15,235
Sierra Leone,2/25/15,235
Sierra Leone,2/25/15,3095
Sierra Leone,2/25/15,208
Sierra Leone,2/25/15,158
Sierra Leone,2/25/15,3461
Sierra Leone,2/25/15,11301
United Kingdom,2/25/15,1
Mali,2/25/15,7
Mali,2/25/15,1
Mali,2/25/15,0
Mali,2/25/15,6
Mali,2/25/15,8
Nigeria,2/25/15,19
Nigeria,2/25/15,1
Nigeria,2/25/15,0
Nigeria,2/25/15,20
Senegal,2/25/15,1
Senegal,2/25/15,0
Senegal,2/25/15,0
Senegal,2/25/15,1
Spain,2/25/15,1
Spain,2/25/15,0
Spain,2/25/15,0
Spain,2/25/15,1
United States of America,2/25/15,4
United States of America,2/25/15,0
United States of America,2/25/15,0
United States of America,2/25/15,4
Nigeria,2/25/15,7
Nigeria,2/25/15,1
Nigeria,2/25/15,0
Nigeria,2/25/15,8
Senegal,2/25/15,0
Senegal,2/25/15,0
Senegal,2/25/15,0
Senegal,2/25/15,0
Spain,2/25/15,0
Spain,2/25/15,0
Spain,2/25/15,0
Spain,2/25/15,0
United States of America,2/25/15,1
United States of America,2/25/15,0
United States of America,2/25/15,0
United States of America,2/25/15,1
United Kingdom,2/23/15,1
United Kingdom,2/23/15,0
United Kingdom,2/23/15,0
United Kingdom,2/23/15,0
Guinea,2/23/15,3155
Guinea,2/23/15,2758
Guinea,2/23/15,387
Guinea,2/23/15,10
Guinea,2/23/15,2086
Guinea,2/23/15,1699
Guinea,2/23/15,387
Liberia,2/23/15,9229
Liberia,2/23/15,3153
Liberia,2/23/15,1888
Liberia,2/23/15,4188
Liberia,2/23/15,4032
Sierra Leone,2/23/15,11155
Sierra Leone,2/23/15,8223
Sierra Leone,2/23/15,287
Sierra Leone,2/23/15,2645
Sierra Leone,2/23/15,3423
Sierra Leone,2/23/15,3057
Sierra Leone,2/23/15,208
Sierra Leone,2/23/15,158
United Kingdom,2/23/15,1
Mali,2/23/15,7
Mali,2/23/15,1
Mali,2/23/15,0
Mali,2/23/15,6
Mali,2/23/15,8
Nigeria,2/23/15,19
Nigeria,2/23/15,1
Nigeria,2/23/15,0
Nigeria,2/23/15,20
Senegal,2/23/15,1
Senegal,2/23/15,0
Senegal,2/23/15,0
Senegal,2/23/15,1
Spain,2/23/15,1
Spain,2/23/15,0
Spain,2/23/15,0
Spain,2/23/15,1
United States of America,2/23/15,4
United States of America,2/23/15,0
United States of America,2/23/15,0
United States of America,2/23/15,4
Nigeria,2/23/15,7
Nigeria,2/23/15,1
Nigeria,2/23/15,0
Nigeria,2/23/15,8
Senegal,2/23/15,0
Senegal,2/23/15,0
Senegal,2/23/15,0
Senegal,2/23/15,0
Spain,2/23/15,0
Spain,2/23/15,0
Spain,2/23/15,0
Spain,2/23/15,0
United States of America,2/23/15,1
United States of America,2/23/15,0
United States of America,2/23/15,0
United States of America,2/23/15,1
United Kingdom,2/20/15,1
United Kingdom,2/20/15,0
United Kingdom,2/20/15,0
United Kingdom,2/20/15,0
Guinea,2/20/15,3120
Guinea,2/20/15,2734
Guinea,2/20/15,384
Guinea,2/20/15,2
Guinea,2/20/15,2072
Guinea,2/20/15,1688
Guinea,2/20/15,384
Liberia,2/20/15,9096
Liberia,2/20/15,3152
Liberia,2/20/15,1882
Liberia,2/20/15,4062
Liberia,2/20/15,3947
Sierra Leone,2/20/15,11155
Sierra Leone,2/20/15,8223
Sierra Leone,2/20/15,287
Sierra Leone,2/20/15,2645
Sierra Leone,2/20/15,3423
Sierra Leone,2/20/15,3057
Sierra Leone,2/20/15,208
Sierra Leone,2/20/15,158
United Kingdom,2/20/15,1
Mali,2/20/15,7
Mali,2/20/15,1
Mali,2/20/15,0
Mali,2/20/15,6
Mali,2/20/15,8
Nigeria,2/20/15,19
Nigeria,2/20/15,1
Nigeria,2/20/15,0
Nigeria,2/20/15,20
Senegal,2/20/15,1
Senegal,2/20/15,0
Senegal,2/20/15,0
Senegal,2/20/15,1
Spain,2/20/15,1
Spain,2/20/15,0
Spain,2/20/15,0
Spain,2/20/15,1
United States of America,2/20/15,4
United States of America,2/20/15,0
United States of America,2/20/15,0
United States of America,2/20/15,4
Nigeria,2/20/15,7
Nigeria,2/20/15,1
Nigeria,2/20/15,0
Nigeria,2/20/15,8
Senegal,2/20/15,0
Senegal,2/20/15,0
Senegal,2/20/15,0
Senegal,2/20/15,0
Spain,2/20/15,0
Spain,2/20/15,0
Spain,2/20/15,0
Spain,2/20/15,0
United States of America,2/20/15,1
United States of America,2/20/15,0
United States of America,2/20/15,0
United States of America,2/20/15,1
United Kingdom,2/19/15,1
United Kingdom,2/19/15,0
United Kingdom,2/19/15,0
United Kingdom,2/19/15,0
Guinea,2/19/15,3115
Guinea,2/19/15,2732
Guinea,2/19/15,381
Guinea,2/19/15,2
Guinea,2/19/15,2067
Guinea,2/19/15,1686
Guinea,2/19/15,381
Liberia,2/19/15,9096
Liberia,2/19/15,3152
Liberia,2/19/15,1882
Liberia,2/19/15,4062
Liberia,2/19/15,3947
Sierra Leone,2/19/15,11155
Sierra Leone,2/19/15,8223
Sierra Leone,2/19/15,287
Sierra Leone,2/19/15,2645
Sierra Leone,2/19/15,3423
Sierra Leone,2/19/15,3057
Sierra Leone,2/19/15,208
Sierra Leone,2/19/15,158
United Kingdom,2/19/15,1
Mali,2/19/15,7
Mali,2/19/15,1
Mali,2/19/15,0
Mali,2/19/15,6
Mali,2/19/15,8
Nigeria,2/19/15,19
Nigeria,2/19/15,1
Nigeria,2/19/15,0
Nigeria,2/19/15,20
Senegal,2/19/15,1
Senegal,2/19/15,0
Senegal,2/19/15,0
Senegal,2/19/15,1
Spain,2/19/15,1
Spain,2/19/15,0
Spain,2/19/15,0
Spain,2/19/15,1
United States of America,2/19/15,4
United States of America,2/19/15,0
United States of America,2/19/15,0
United States of America,2/19/15,4
Nigeria,2/19/15,7
Nigeria,2/19/15,1
Nigeria,2/19/15,0
Nigeria,2/19/15,8
Senegal,2/19/15,0
Senegal,2/19/15,0
Senegal,2/19/15,0
Senegal,2/19/15,0
Spain,2/19/15,0
Spain,2/19/15,0
Spain,2/19/15,0
Spain,2/19/15,0
United States of America,2/19/15,1
United States of America,2/19/15,0
United States of America,2/19/15,0
United States of America,2/19/15,1
United Kingdom,2/18/15,1
United Kingdom,2/18/15,0
United Kingdom,2/18/15,0
United Kingdom,2/18/15,0
Guinea,2/18/15,2727
Guinea,2/18/15,374
Guinea,2/18/15,7
Guinea,2/18/15,3108
Guinea,2/18/15,156
Guinea,2/18/15,156
Guinea,2/18/15,1683
Guinea,2/18/15,374
Guinea,2/18/15,2057
Sierra Leone,2/18/15,8212
Sierra Leone,2/18/15,287
Sierra Leone,2/18/15,2604
Sierra Leone,2/18/15,230
Sierra Leone,2/18/15,230
Sierra Leone,2/18/15,3042
Sierra Leone,2/18/15,208
Sierra Leone,2/18/15,158
Sierra Leone,2/18/15,3408
Liberia,2/18/15,3149
Liberia,2/18/15,1876
Liberia,2/18/15,3982
Liberia,2/18/15,9007
Liberia,2/18/15,11
Liberia,2/18/15,11
Liberia,2/18/15,3900
Sierra Leone,2/18/15,11103
United Kingdom,2/18/15,1
Mali,2/18/15,7
Mali,2/18/15,1
Mali,2/18/15,0
Mali,2/18/15,6
Mali,2/18/15,8
Nigeria,2/18/15,19
Nigeria,2/18/15,1
Nigeria,2/18/15,0
Nigeria,2/18/15,20
Senegal,2/18/15,1
Senegal,2/18/15,0
Senegal,2/18/15,0
Senegal,2/18/15,1
Spain,2/18/15,1
Spain,2/18/15,0
Spain,2/18/15,0
Spain,2/18/15,1
United States of America,2/18/15,4
United States of America,2/18/15,0
United States of America,2/18/15,0
United States of America,2/18/15,4
Nigeria,2/18/15,7
Nigeria,2/18/15,1
Nigeria,2/18/15,0
Nigeria,2/18/15,8
Senegal,2/18/15,0
Senegal,2/18/15,0
Senegal,2/18/15,0
Senegal,2/18/15,0
Spain,2/18/15,0
Spain,2/18/15,0
Spain,2/18/15,0
Spain,2/18/15,0
United States of America,2/18/15,1
United States of America,2/18/15,0
United States of America,2/18/15,0
United States of America,2/18/15,1
United Kingdom,2/17/15,1
United Kingdom,2/17/15,0
United Kingdom,2/17/15,0
United Kingdom,2/17/15,0
Guinea,2/17/15,3108
Guinea,2/17/15,2727
Guinea,2/17/15,374
Guinea,2/17/15,7
Guinea,2/17/15,2057
Guinea,2/17/15,1683
Guinea,2/17/15,374
Liberia,2/17/15,9007
Liberia,2/17/15,3149
Liberia,2/17/15,1876
Liberia,2/17/15,3982
Liberia,2/17/15,3900
Sierra Leone,2/17/15,11103
Sierra Leone,2/17/15,8212
Sierra Leone,2/17/15,287
Sierra Leone,2/17/15,2604
Sierra Leone,2/17/15,3408
Sierra Leone,2/17/15,3042
Sierra Leone,2/17/15,208
Sierra Leone,2/17/15,158
United Kingdom,2/17/15,1
Mali,2/17/15,7
Mali,2/17/15,1
Mali,2/17/15,0
Mali,2/17/15,6
Mali,2/17/15,8
Nigeria,2/17/15,19
Nigeria,2/17/15,1
Nigeria,2/17/15,0
Nigeria,2/17/15,20
Senegal,2/17/15,1
Senegal,2/17/15,0
Senegal,2/17/15,0
Senegal,2/17/15,1
Spain,2/17/15,1
Spain,2/17/15,0
Spain,2/17/15,0
Spain,2/17/15,1
United States of America,2/17/15,4
United States of America,2/17/15,0
United States of America,2/17/15,0
United States of America,2/17/15,4
Nigeria,2/17/15,7
Nigeria,2/17/15,1
Nigeria,2/17/15,0
Nigeria,2/17/15,8
Senegal,2/17/15,0
Senegal,2/17/15,0
Senegal,2/17/15,0
Senegal,2/17/15,0
Spain,2/17/15,0
Spain,2/17/15,0
Spain,2/17/15,0
Spain,2/17/15,0
United States of America,2/17/15,1
United States of America,2/17/15,0
United States of America,2/17/15,0
United States of America,2/17/15,1
United Kingdom,2/16/15,1
United Kingdom,2/16/15,0
United Kingdom,2/16/15,0
United Kingdom,2/16/15,0
Guinea,2/16/15,3101
Guinea,2/16/15,2720
Guinea,2/16/15,374
Guinea,2/16/15,7
Guinea,2/16/15,2052
Guinea,2/16/15,1678
Guinea,2/16/15,374
Liberia,2/16/15,9007
Liberia,2/16/15,3149
Liberia,2/16/15,1876
Liberia,2/16/15,3982
Liberia,2/16/15,3900
Sierra Leone,2/16/15,11074
Sierra Leone,2/16/15,8199
Sierra Leone,2/16/15,287
Sierra Leone,2/16/15,2588
Sierra Leone,2/16/15,3401
Sierra Leone,2/16/15,3035
Sierra Leone,2/16/15,208
Sierra Leone,2/16/15,158
United Kingdom,2/16/15,1
Mali,2/16/15,7
Mali,2/16/15,1
Mali,2/16/15,0
Mali,2/16/15,6
Mali,2/16/15,8
Nigeria,2/16/15,19
Nigeria,2/16/15,1
Nigeria,2/16/15,0
Nigeria,2/16/15,20
Senegal,2/16/15,1
Senegal,2/16/15,0
Senegal,2/16/15,0
Senegal,2/16/15,1
Spain,2/16/15,1
Spain,2/16/15,0
Spain,2/16/15,0
Spain,2/16/15,1
United States of America,2/16/15,4
United States of America,2/16/15,0
United States of America,2/16/15,0
United States of America,2/16/15,4
Nigeria,2/16/15,7
Nigeria,2/16/15,1
Nigeria,2/16/15,0
Nigeria,2/16/15,8
Senegal,2/16/15,0
Senegal,2/16/15,0
Senegal,2/16/15,0
Senegal,2/16/15,0
Spain,2/16/15,0
Spain,2/16/15,0
Spain,2/16/15,0
Spain,2/16/15,0
United States of America,2/16/15,1
United States of America,2/16/15,0
United States of America,2/16/15,0
United States of America,2/16/15,1
Guinea,2/13/15,3081
Guinea,2/13/15,2693
Guinea,2/13/15,373
Guinea,2/13/15,15
Guinea,2/13/15,2032
Guinea,2/13/15,1659
Guinea,2/13/15,373
Liberia,2/13/15,8931
Liberia,2/13/15,3147
Liberia,2/13/15,1876
Liberia,2/13/15,3908
Liberia,2/13/15,3858
Liberia,2/13/15,3858
Sierra Leone,2/13/15,10987
Sierra Leone,2/13/15,8155
Sierra Leone,2/13/15,287
Sierra Leone,2/13/15,2545
Sierra Leone,2/13/15,3363
Sierra Leone,2/13/15,2997
Sierra Leone,2/13/15,208
Sierra Leone,2/13/15,158
United Kingdom,2/13/15,1
United Kingdom,2/13/15,0
United Kingdom,2/13/15,0
United Kingdom,2/13/15,0
United Kingdom,2/13/15,1
Mali,2/13/15,7
Mali,2/13/15,1
Mali,2/13/15,0
Mali,2/13/15,6
Mali,2/13/15,8
Nigeria,2/13/15,19
Nigeria,2/13/15,1
Nigeria,2/13/15,0
Nigeria,2/13/15,20
Senegal,2/13/15,1
Senegal,2/13/15,0
Senegal,2/13/15,0
Senegal,2/13/15,1
Spain,2/13/15,1
Spain,2/13/15,0
Spain,2/13/15,0
Spain,2/13/15,1
United States of America,2/13/15,4
United States of America,2/13/15,0
United States of America,2/13/15,0
United States of America,2/13/15,4
Nigeria,2/13/15,7
Nigeria,2/13/15,1
Nigeria,2/13/15,0
Nigeria,2/13/15,8
Senegal,2/13/15,0
Senegal,2/13/15,0
Senegal,2/13/15,0
Senegal,2/13/15,0
Spain,2/13/15,0
Spain,2/13/15,0
Spain,2/13/15,0
Spain,2/13/15,0
United States of America,2/13/15,1
United States of America,2/13/15,0
United States of America,2/13/15,0
United States of America,2/13/15,1
United Kingdom,2/12/15,1
United Kingdom,2/12/15,0
United Kingdom,2/12/15,0
United Kingdom,2/12/15,0
Guinea,2/12/15,3068
Guinea,2/12/15,2685
Guinea,2/12/15,367
Guinea,2/12/15,16
Guinea,2/12/15,2018
Guinea,2/12/15,1651
Guinea,2/12/15,367
Liberia,2/12/15,8881
Liberia,2/12/15,3146
Liberia,2/12/15,1873
Liberia,2/12/15,3862
Liberia,2/12/15,3826
Liberia,2/12/15,3826
Sierra Leone,2/12/15,10954
Sierra Leone,2/12/15,8138
Sierra Leone,2/12/15,287
Sierra Leone,2/12/15,2529
Sierra Leone,2/12/15,3350
Sierra Leone,2/12/15,2984
Sierra Leone,2/12/15,208
Sierra Leone,2/12/15,158
United Kingdom,2/12/15,1
Mali,2/12/15,7
Mali,2/12/15,1
Mali,2/12/15,0
Mali,2/12/15,6
Mali,2/12/15,8
Nigeria,2/12/15,19
Nigeria,2/12/15,1
Nigeria,2/12/15,0
Nigeria,2/12/15,20
Senegal,2/12/15,1
Senegal,2/12/15,0
Senegal,2/12/15,0
Senegal,2/12/15,1
Spain,2/12/15,1
Spain,2/12/15,0
Spain,2/12/15,0
Spain,2/12/15,1
United States of America,2/12/15,4
United States of America,2/12/15,0
United States of America,2/12/15,0
United States of America,2/12/15,4
Nigeria,2/12/15,7
Nigeria,2/12/15,1
Nigeria,2/12/15,0
Nigeria,2/12/15,8
Senegal,2/12/15,0
Senegal,2/12/15,0
Senegal,2/12/15,0
Senegal,2/12/15,0
Spain,2/12/15,0
Spain,2/12/15,0
Spain,2/12/15,0
Spain,2/12/15,0
United States of America,2/12/15,1
United States of America,2/12/15,0
United States of America,2/12/15,0
United States of America,2/12/15,1
United Kingdom,2/11/15,1
United Kingdom,2/11/15,0
United Kingdom,2/11/15,0
United Kingdom,2/11/15,0
Guinea,2/11/15,2674
Guinea,2/11/15,352
Guinea,2/11/15,18
Guinea,2/11/15,3044
Guinea,2/11/15,134
Guinea,2/11/15,134
Guinea,2/11/15,1643
Guinea,2/11/15,352
Guinea,2/11/15,1995
Sierra Leone,2/11/15,8135
